contents,aug,contentsId,likecount,showTime,tv_name,uid,context,aug_context,label2,label7
被演了颜良哥,演的是阎良歌,2020/6/21 21:09,47,1805,5,1702813226,你可拉倒吧；吃了没文化的亏；三个里面最高也最不聪明；严良哥是个憨,你可以把它拉下来；没有文化的损失；三人中最高和最不聪明的；阎良大哥是个傻瓜,1,5
一连看集太爽了,连续看一集很好,2020/6/18 20:55,29,33,4,1531113379,大半夜一口气追集；普看起来好有灵性的感觉；走啊端午一起爬山去；这剧就该叫一代更比一代强,已经很晚了；普：看起来很有精神；走吧。让我们在端午节一起爬山吧；这出戏应该叫做“一代比一代好”,1,4
老头是不是死了,老人死了吗,2020/6/26 16:32,1,341,7,1648673130,记得给老陈加俩鸡腿；你们的感觉准吗；想知道最后谁活了；老陈要是死了我给编剧寄刀片,记得给老陈加两个鸡腿；你感觉对吗；想知道谁活下来了吗；如果老陈死了，我会送一把刀给编剧,1,2
这是小舅子啊,这是我的小舅子,2020/6/18 23:16,52,1034,7,2242949306,本来就不是好吗什么证据都没有主观臆想言之凿的；靠出大事了；刚放出来；大姐晶牙上的是女孩的啊,一点也不好。没有主观假设就没有证据；这是一件大事；刚刚发布；姐姐，京雅上的那个是女孩的,1,2
仇恨到底有多大呀,有多少仇恨,2020/6/25 10:06,1,144,0,1443584540,刚开始要这样么；大半夜看吓死我了；必须说句话压惊；开头就杀青了啊,你一开始想要这个吗；半夜看了，我吓死了；我必须说点什么来平息我的恐慌；它一开始就完成了,1,3
连都收回去了,甚至把它拿回去,2020/6/19 16:07,162,873,0,1420875148,孩子还是太天真；三十万你拿什么还；我爱了呀这演技厉害；狮子大开口啊客气当福气,这孩子还是太天真了；30万元你会还多少；我爱你。你的演技很棒；狮子：张开嘴！礼貌是好运,1,2
舆论压力大啊,舆论压力很大,2020/6/20 21:44,95,930,5,1471778634,被广播了如果结婚不是就正当了么；提上裤子就不让人了；为什么变得这么快；青桔含义映射的好,已经播出了。如果你结婚了，是不是合法；穿上你的裤子，你不会让任何人知道的；为什么变化这么快；“绿色-橙色”的含义被很好地映射,1,3
花了钱的歌居然有词了,这首花了钱的歌有歌词,2020/6/19 21:29,49,2589,6,1299723780,太优秀了花钱值了呀；导演不亏是搞音乐出身的；难得的好剧国剧有希望了；这剧太高质量了厉害,杰出的这是值得的；这位导演有音乐背景；这是一部罕见的好戏剧。中国戏曲还有希望；这出戏质量很好,1,5
把你们全部抓起来吃牢饭,我会逮捕你们所有人，把你们关进监狱,2020/6/25 2:32,21,965,2,2022845380,我肚子好大；这种事被抓百口莫辩；一开始报警不就好了吗；背景音有海浪的声音做的好细致啊,我的胃太大了；这种事情是无法解释的；一开始就报警不是很好吗；背景声音是波的声音。非常细致,1,3
支持一波花钱就是硬气,支持一波支出是一项艰巨的工作,2020/6/23 16:31,0,2648,6,1417148561,节奏感不错；只要你们肯花钱就给你们正常的音乐；太好听了叭也；导演你太有品味了,好节奏；只要你愿意花钱，我会给你正常的音乐；太好了，巴亚；导演，你很有品味,2,7
真有幽默感,你很有幽默感,2020/6/19 0:26,185,1914,5,1534863128,陈冠声真好；奇怪的增加了；我真觉得我就是一个憨批；果然每个人都有弱点,陈冠生：好；奇怪的增长；我真的觉得自己像个傻瓜；果然，每个人都有弱点,1,1
后妈好白皮肤好,继母：好，白皮肤,2020/7/14 18:54,0,506,4,2443615419,这就承认了；女人的第六感太厉害了；这个孩子有点实在了；本來就不是啊我暈,我承认；女人的第六感太强了；这个孩子有点真实；不是真的。我感到头晕,1,1
死亡问答又来,死亡的问题和答案又来了,2020/6/21 22:12,295,2305,9,2493523648,不要在厕所里谈论任何事情；张东升本来都打算收手了；为啥我有点同情张东升了；所以说要讲江湖道义,不要在厕所里谈论任何事情；张东生本来打算停下来；为什么我对张东生有些同情；因此，我们应该关注江湖道德,1,2
有一起去爬山的吗,你和我一起去徒步旅行吗,2020/6/25 22:04,52,400,4,2447663989,说得好尤其是踩别人白鞋神烦；六岁就这么作；哥我还有机会吗；木板破碎的痕迹也能看到吧,说得好，尤其是踩别人的白鞋时；我六岁的时候就这么做了；兄弟，我还有机会吗；你能看到碎木头吗,2,7
这亲妈一点用都没有,做母亲是没用的,2020/6/18 20:20,106,619,4,2060202977,这架打的好真实；打得好真实啊；妈不正常女儿也学了；这段演的好真实,这场战斗非常真实；这是一场真正的战斗；妈妈：这不正常。我女儿也学会了；这是一场非常真实的表演,1,3
感觉张东升好实在,我觉得张东生很真实,2020/6/24 18:25,47,492,3,2376447098,张等下马上带你们去爬山；那时候七八万能买套房子；这孩子我可太无语了；那你还是报警吧,张：等等，我马上带你去爬山；那时，七八个人可以买房子；对于这个孩子，我说不出话来；那你最好报警,1,1
说不上课那个你第一集白看了,你说你没去上课。你免费看了第一集,2020/6/26 12:15,4,733,1,2196356713,橄榄菜好吃啊；他爸这么有钱给他的钱拿着租房子啊；这小女孩有点太刻意了演的；小女孩的背包衣服真多,橄榄菜很好吃；他父亲很富有。把你给他的钱拿去租房子；这个小女孩有点太故意了；这个小女孩有很多背包和衣服,2,7
演出了老师下课最后的倔强,在下课时表现出老师的固执,2020/6/24 7:38,43,1026,0,1303487344,数学真的是一门很有意思的学科；秦昊这个形象是斯文败类的典型；看的好瘆人；开始才十几分钟就嫌磨叽,数学真是一门有趣的学科；秦昊的形象是文明败类的典型例子；太可怕了；刚开始才十分钟，太无聊了,1,2
严良我还有机会吗,颜亮，我还有机会吗,2020/6/24 23:09,93,2250,9,1585803203,狐狸请吃饭；根本就没有弟兄弟们；张本来就没打算放过他们；先解决一个最单纯的,狐狸，请吃晚饭；没有兄弟，兄弟们；张不打算让他们走；首先，解决最简单的问题,1,2
你戴着头发不热吗,你的头发不烫吗,2020/6/23 22:58,28,236,7,1286580911,再说连你也杀了；给你个机会再说一遍；头皮晒黑了你负责啊；我就喜欢戴帽子,而且，你也杀了我；给你机会再说一遍；晒黑是你的责任；我喜欢戴帽子,1,1
学习很重要但是社交也很重要,学习很重要，但社交也很重要,2020/6/17 10:17,89,1401,0,1450788043,我就知道她会这样说；这老师和家长的思想搞反了吧；这母亲什么价值观；老师也是为了他好,我知道她会这么说；老师和家长的想法相反；这位母亲有什么价值观；老师也是为了他的好,1,3
别走彩蛋还在后面,别走。鸡蛋还在后面,2020/6/26 9:44,20,2273,10,1397864286,听这个睡着会不会尿床；小白船都要超载了；彩蛋呢怎么只看到一个大脸；逐集去找了一下只有这集有,听这个。你睡觉时会把床弄湿吗；这艘白色的小船将超载；你怎么只看到一张大脸；我一个接一个地找。只有这一集有一个,1,5
爸妈教的好孩子走得早,父母教孩子早退,2020/6/30 14:00,61,1148,2,1353091155,头发护理完了；孩子没教好哎；我忍不住笑出了声；有这样的爹妈晶长大也好不到哪去,头发护理结束了；这孩子没有受到很好的教育；我忍不住笑了；有了这样的父母，静的成长不会更好,1,3
充实的暑假,一个完整的暑假,2020/6/25 1:33,14,1222,8,2250055598,故意开着门说；这妈真冷静真面啊；这个暑假惊心动魄的；出去吵真的很吵,故意开门；这位母亲是如此平静和诚实；这个暑假很刺激；出去真吵,1,1
这么好的老师为什么不转正,为什么这么好的老师不能成为全职教师,2020/6/26 13:33,44,586,11,1023540993,张东升居然还没有被抓呢；这也太淡定了；他怎么不戴眼镜了；这部剧最大的亮点就是演技都很好,张东生还没有被抓住；这太平静了；他为什么不戴眼镜；这部戏最大的亮点是出色的演技,1,2
丰田哥怎么怂了,丰田章男怎么了,2020/6/18 13:47,23,1728,0,2253863325,画面质感真不错啊；皮笑肉不笑太吓人了；演技绝了；每一个演员都好棒哦,这幅画的纹理真的很好；太可怕了，笑不出来；出色的演技；每个演员都很棒,2,7
两个祸害,两害,2020/6/23 13:35,26,2566,9,1323034790,普的段位只适合前几集的剧情发展；东哥不算坏；这会还没想杀他们；他不可能让他们拿着钱跑的,浦的位置仅适用于前几集的情节发展；董大哥不错；这个俱乐部还不想杀他们；他不能让他们带着钱逃跑,1,3
张哥心态都崩了,张大哥的心理崩溃了,2020/6/24 22:39,108,258,11,1440774760,张东升要跳楼了吗；这时候颜良已经死了；幸福的家庭对孩子太重要了；突然不希望张老师死了,张东生要跳吗；此时阎良已经死了；幸福的家庭对孩子来说太重要了；突然，我不想让张老师死,1,2
总觉得晶妈和阿沁很像,我一直认为金妈和阿琴很相似,2020/6/19 20:57,201,368,2,1354264753,在学习中迷失了自己的学霸；做卷子暴露了；这歌代入感好强我哭了；孩子爱上这个数学老师了,我在学习中失去了我的霸主；试卷暴露了；这首歌有强烈的替代感。我哭了；这孩子爱上了数学老师,1,5
秦昊有点东西啊,秦昊有些事,2020/6/17 21:10,16,3402,0,1220484542,杀心其实就是这样被诱导出来的；这么快；伊能静还是很有眼光的；爬山了妈呀好激动,杀死心脏实际上是以这种方式诱发的；这么快；易能静还是很有眼光的；爬山！妈妈，我太兴奋了,1,4
我擦不得了,我擦不掉它,2020/6/26 15:50,28,1767,1,2377580675,这不是老师吗；我狠起来连自己都坑；你是魔鬼吗；看来学数学好的智商都高,这不是老师吗；我太残忍了，我甚至有麻烦；你是魔鬼吗；似乎数学好的人智商高,1,3
我不会跳楼我感觉自己还能杀两个,我不会跳。我觉得我可以杀两个人,2020/6/25 21:10,169,273,11,1684182883,跳下去假发会掉；凶手真的是又怂又牛；张老师好高不敢跳；这个老师太倒霉了啊也本来只想杀一个怎么成了杀一串,如果你跳，你的假发会掉下来；杀人犯真是个好律师；张老师太高了，跳不起来；这位老师真倒霉。我只想杀一个。它是怎么变成一堆的,1,2
都是演技派,他们都是表演学校,2020/6/24 22:30,9,677,9,1747765957,这不知所措的小手；他肯定不嫩刚说呀；王瑶是没靠山了才不敢啃声；说不重要啦你弟挂啦,这只小手不知所措；他一定不年轻。我刚才说了；王瑶没有后盾，所以她不敢咬；没关系。你哥哥死了,1,4
普真的是一个合格的朋友呀,浦真是一个合格的朋友,2020/6/17 20:48,72,529,2,1810351987,这个小女孩儿叫老师的声音非常的自然；哭什么啊哭；怎么这么任性的朱晶；这个女孩很聪明没有说欺负了谁,小女孩用非常自然的声音叫她的老师；你在哭什么；朱晶为什么这么任性；这个女孩很聪明。她没有说她欺负了谁,1,1
有办法谁会选择去偷,如果有办法，谁会选择偷窃,2020/6/23 17:17,80,1051,3,2216586176,正能量满的好电影；小姑娘这细胳膊细腿；因为这是最好的朋友的礼物呀；如果能善良他们也不想变坏的,一部充满正能量的好电影；小女孩，你的胳膊和腿都很瘦；因为这是我最好的朋友送的礼物；如果他们能善良，他们不想成为坏人,1,2
注意这个号,注意这个数字,2020/6/20 23:39,261,1880,11,1475377843,镜头重放一遍；刚是童话回到现实了；长大后长得和张老师一样；难不成接着无证之罪,重放摄像机；这只是一个回到现实的童话；当我长大后，我看起来像张老师；难不难？然后是没有证据的犯罪,1,2
之前他们就遇到了呀,他们以前见过,2020/6/19 3:44,34,1805,1,1289194862,什么相机他们在山下就碰过面；这妹啥都记得清楚；因为上山的时候看到过吧；他们在上山之前见过他,什么是相机？他们在山脚下相遇；这个女孩什么都记得；因为我上山的时候看到了；他们上山前看到了他,1,2
我家也有太真实了,这在我的家庭里太真实了,2020/6/25 17:21,7,1404,9,1372921581,天呐演得太好了吧；八岁就上三年级了；一般温情之后就是生死离别了；三年级的时候走了,天哪！那是一场精彩的表演；我八岁时在三年级；在一般的温柔之后，有生与死；他三年级就离开了,1,2
不错心思细腻,好的，精致的,2020/6/19 21:52,73,2244,0,1097443294,这叫防人之心不可无啊；这孩子可以当侦探；挺机灵的；学霸就是学霸厉害了,这叫做防人之心，不可或缺；这个男孩可能是个侦探；非常聪明；学霸是学霸,1,1
他爸挺白呀,他的父亲是个白人,2020/6/26 19:06,0,1379,6,1093536784,吹牛不带喘气的；她们是馋你的身子；我一个女人都没有老爸你们白；别等十八岁了立刻让你体验,夸夸其谈；他们对你的身体贪婪；我没有女人，爸爸。你是白人；不要等到18岁，让我们马上体验一下,1,1
你还想活着吗,你还想活下去吗,2020/6/23 15:51,18,3320,5,1791208695,是在给你机会女人；想活的；零几年开这车很牛了吧；真香警告还想活吗,这给了你一个机会，女人；想活下去吗；过去几年开这辆车真棒，不是吗；振祥警告：你想活下去吗,1,3
这声音真是奇葩了,多么美妙的声音,2020/6/26 13:01,3,166,4,1413638476,配音师做个人好吗；做人还是善良点好；音乐风格其实很像轮到你了；来自地狱的配乐,配音者是一个人吗；最好是善良；音乐风格其实非常相似。轮到你了；来自地狱的音乐,1,3
只能说后妈也太不善良了,我只能说继母太刻薄了,2020/6/27 20:32,30,3127,0,1599742936,这后妈；教出的孩子也没有礼貌；熊孩子和熊家长；后妈长得像汤唯啊,继母；教的孩子也不礼貌；熊的孩子和熊的父母；继母看起来像唐伟,1,3
又来推剧情了好孩子,让我们把故事再推一遍，好孩子,2020/6/24 21:21,301,2452,9,1668638415,普的弟才是主角；没她弟就没这么多破事；严亮真的不厚道；给你们钱已经很不错了,蒲的哥哥是主角；没有她哥哥，就不会有那么多坏事；严亮真是不好；给你钱很好,1,1
严良咋有点像陈皮,为什么严亮看起来像橘子皮,2020/6/26 14:19,13,1730,1,1408647928,严良有点帅啊；这人设是什么喜欢不起来；好像没有是非观念的感觉；打个电话报平安,颜亮有点帅；这是什么？我不喜欢它；似乎没有对错的感觉；打电话报告安全情况,1,5
哈薛定谔的弟,哈，薛定谔的兄弟,2020/6/19 3:54,35,550,7,2195108475,普做这一切是为了啥啊；这个女孩是罪源；干嘛恶语相向的演技多好啊；根本没有欣救她弟就是谎言,普：你这么做是为了什么；这个女孩是犯罪的根源；为什么？反派的演技有多好；救她哥哥的希望渺茫。这是一个谎言,2,7
严良还是太单纯,颜亮还是太简单了,2020/6/29 23:33,3,1163,11,1314170178,朱太牛了；好单纯赃款敢用吗；这不是他写的；还是阎良最理智最正常,朱：太棒了；好吧，你怎么敢用那些偷来的钱；不是他写的；还是严亮最理性、最正常,1,2
这集可以粉,这一集不错,2020/6/18 20:27,8,13,4,1249677836,就是这个剧害我熬夜；我绝对第一；几秒不见甚是想念；每集这个名字有深意,正是这出戏让我睡得很晚；我绝对是第一；我想了你几秒钟；每一集都有深刻的意义,2,7
给他朋友是吗想起来要相机,是给他的朋友的，不是吗？我想要一架照相机,2020/6/17 8:04,17,2808,0,1370831975,哪里白了；挺黑的么这不是；还原度很高了已经；客气啥自己爸给的,白色的在哪里；它很黑吗？不是；还原程度非常高；不客气。什么你父亲给你的,1,1
太聪明了,这很聪明,2020/6/19 1:43,15,1505,9,1507290772,冷库钥匙还惦记的；厉害手艺全了；速度要快姿势要帅；孩子已经无所谓了,我还记得冷藏室的钥匙；真棒，所有的技能；又快又帅；孩子们不再在乎了,1,1
都演的好真实啊演技都好,都很真实，演技都很好,2020/6/27 15:50,15,1539,5,1600589929,碗底塑料袋演的不错；好吃的都流泪了；这三个孩子胆子真大；当男人也辛苦啊承担那么多,碗底的塑料袋打得很好；美味的食物让我哭了；这三个孩子真勇敢；做一个男人很难，你必须忍受这么多,1,4
坐副驾驶了,以副驾驶为例,2020/6/21 19:28,134,2279,5,2325164981,还是爱爸啊；要坐副驾驶了；他坐副驾驶了之前在后排；这个父亲太不称职了,仍然爱爸爸；我将成为副驾驶；他是副驾驶。他坐在后排；这个父亲太无能了,1,2
不喘气是沉江了吗,没有呼吸，是不是在下沉,2020/6/26 9:50,46,1373,6,2307162318,这位朋友不喘气就凉了；严良是想的最简单的；浪里白条；我信你个鬼,这位朋友冷得不能呼吸；严亮是最简单的；波浪中的白色条纹；我不买,1,2
镜子里看到了摄影机哈,我看到镜子里的照相机,2020/6/20 13:15,19,2681,1,2695199541,哈摄影师在镜子里；镜子出卖了摄像师；抓人呢你认真点行么还帮人冲水；这一片段有味道,哈，摄影师在镜子里；镜子暴露了摄影师；我在逮捕人。你能认真地帮他们冲水吗；这一段有味道,1,1
问你话呢想清楚再说,我想问你什么？说话前仔细考虑一下,2020/6/28 13:30,5,3342,5,1188227406,问过岳父同样的问题；不是装的吧确实爱过；可能也不想让她死吧；不要低头假发会掉,我问了我岳父同样的问题；这不是假装，是吗？我真的很喜欢；也许我不想让她死；不要低头。假发会掉下来,1,3
黑粉别吵了看剧吧,黑人球迷，停止制造噪音，观看比赛,2020/6/17 22:26,32,4351,0,1606480770,好善良的孩子们；一定录到了；小背心长得好像男版关晓彤；以前这像素录到了也看不清,什么样的孩子；这一定是有记录的；这件背心看起来像是关晓彤的男式背心；这个像素是以前记录的，我看不清楚,2,7
你们太天真了哈,你太天真了，是吧,2020/6/24 21:34,4,1967,8,1432888338,那么多钱包不用过检吗；因为多了一个秘密；钱还真给普了良心啊；诚实守信张东升,你不用检查这么多钱包吗；因为还有一个秘密；钱真的让浦良心不安；诚实守信张东生,1,1
别作妖啊,不要做恶魔,2020/6/25 15:58,17,457,4,1437640384,阿姨长的不错啊；有点像董洁冷清秋；有事了你来找了；意外眼睛是会欺骗你的,阿姨，你看起来不错；有点像董洁的寒秋；有点不对劲。你是来看我的；偶然的眼睛会欺骗你,1,3
月息个点哈这么牛叉啊,让我们看看月利率吧。哈，太棒了,2020/6/23 22:14,4,469,7,2248563813,我已经期待很久影帝见面了；这是要干嘛；妈呀我还以为是贾玲；严良有点像谢霆锋,很长时间以来，我一直期待着看到最佳男演员；这是干什么用的；妈妈，我以为是贾玲；颜亮有点像谢霆锋,1,4
大人的约会不敢想象,我无法想象和一个成年人约会,2020/6/22 10:20,126,1189,3,2063535958,动次打次；这个袜子我软了；现在也有人这样穿；诶妈呀够直接不墨迹,移动次数、命中次数；这只袜子我穿很软；现在有些人穿成这样；天哪，不用墨水就够直接了,1,2
莫名感动,莫名其妙地感动,2020/6/24 17:21,39,506,11,3.56E+14,爱我别走；给你机会你不中用啊；过度解读然后自认为高人一等；这明是李玖哲,如果你爱我，就不要离开我；给你一个机会是没有用的；过度解释，然后认为你是优越的；我是明，李久哲,1,1
严良不知道那个卡是空的,颜亮不知道卡片是空的,2020/6/26 3:04,112,2845,9,1658333088,为什么是严良害的你们真是；严良自己认为自己善良；严凉全剧最憨；和书上差别挺大,颜亮为什么伤害你；颜亮认为他很善良；颜亮：全剧最天真的；这和书很不一样,1,2
这才是传说的坑爹呀,这就是传说中的“父亲坑”,2020/6/24 13:17,115,1540,10,2445073748,几个孩子真能作；这么多人整不过他一个；看你干的好事；就因为在厕所说的那一句话,这些孩子真的很擅长；这么多人不能单独打败他；看看你做了什么；因为厕所里的那句话,1,3
孩子也挺敏感的,这孩子也很敏感,2020/6/20 21:57,28,2458,5,1636710335,这次被问淡定多了；他爸肯定是怀疑的；要杀他爸和王瑶；亲爸怀疑自己的儿子,这次被问到时，我更冷静了；他的父亲一定很可疑；杀了他的父亲和王耀；父亲怀疑他的儿子,1,3
笑死这也叫证据,笑得要死。这也被称为证据,2020/6/21 6:29,106,280,4,1656230993,长的像陈采玉；那是人家亲儿子啊怎么可能；任性是遗传的；很多孩子跑出来,看起来像陈彩玉；那是某人自己的儿子。怎么可能呢；任性是遗传的；许多孩子出来了,1,1
你明是你女儿太任性不容人,你知道你女儿太任性了,2020/7/8 0:04,0,310,4,1308218996,这娘们不是东西；又不是只有你女儿能去少年宫；因为知道自己对别人什么样所以才有很准的直觉；爸不是东西,这个女人不是什么东西；你女儿不是唯一一个可以去少年宫的人；因为我知道我喜欢别人，所以我有非常准确的直觉；爸爸，这不是什么,1,3
这俩真是祸害精,这两个真是恶灵,2020/6/23 21:19,96,287,6,1523932401,这俩孩子是魔鬼；还是太天真了人家要给早给了；欣一开始就已经死了；三十万那么简单吗孩子真单纯,这两个孩子是魔鬼；还是太天真了。如果人们想给它，他们应该早点给；辛刚开始就死了；简单到30万元？我的孩子很简单,1,6
别聊了再聊就杀青了,不要谈论它。如果我们再谈论它，我们会杀了它,2020/6/25 17:36,84,1025,9,1751175789,这个药好及时；关键点你不问了；聊了这么久都还没到点子上；总是重点的时候被打断,这药很好，很及时；你不必问关键点；我们谈了这么长时间，但还是没有想法；当要点很重要时总是中断,1,2
只有儿子了,独子,2020/6/18 21:52,75,1205,2,1489758650,哦这是第二名的爸啊没看出来；她是罪不至死但她的死也不赖别人啊；这种时候前妻和儿子出现合适吗；没换衣服就来很正常啊,哦，这是第二个父亲。我看不见；她是无罪的，但她的死对其他人来说并不坏；你的前妻和儿子在这个时候出现合适吗；不换衣服来是正常的,1,3
孩子终究只是孩子,孩子毕竟是独生子女,2020/6/17 21:02,208,609,1,2417581303,这音乐很有代入感哈；该叫你天真呢还是无邪呢；莫名觉得他们好可爱；孩子的世界好简单好善良,这种音乐有一种替代感；我应该叫你无辜还是无辜；莫名其妙地，我觉得他们很可爱；儿童的世界是如此简单和善良,1,3
这么急着出去干嘛,你为什么这么匆忙,2020/6/25 21:09,20,2697,1,2203719472,没小女孩机灵啊；知道他在里面；智商担当绝对是普；太年轻啊严良,不如小女孩聪明；知道他在里面吗；情报的责任绝对是普通的；太年轻了，严亮,1,3
你们有听到尖叫吗,你听到尖叫声了吗,2020/7/6 13:50,2,2858,1,1304929918,网剧现在好多比上星剧质量高；头一次看片尾打开字幕；片尾都不放过的朋友举脚；制作太过专业,网络剧现在比明星剧好得多；这是我第一次看电影。打开结尾处的字幕；电影结束时不放手的朋友们站起来；制作太专业了,1,5
正常家庭的孩子不会这样,正常家庭的孩子不是这样的,2020/6/26 16:59,1,1585,2,1437534429,不会查到普吧我好喜欢普；单亲家庭不代表不正常好吧；就不是意外他两个有连带责任；普的哭戏也太好了吧,你找不到普，是吗？我爱蒲；单亲家庭并不意味着不正常，好吗；这不是意外。他和我负有连带责任；蒲的哭剧也很好,1,3
为了这剧我付出了太多,我为这出戏付出了太多,2020/6/27 16:44,0,55,10,1642195785,只花一元就能看的有吗；没花钱不敢说话；这时长认真的；免费看集不香吗,你只花一元钱就能看到它，是吗；不要花钱，也不敢说话；现在，我是认真的；免费观看收藏不是很美味吗,1,5
只有爸来的这一天这个家的色调变亮了细节啊,只有在爸爸到来的那天，家里的颜色才变得明亮起来。细节,2020/6/20 10:13,17,1410,9,1693140646,这个爸的戏真好；这一刻的场面是温馨的多好啊；有得时候错过就是错过了；演的太自然了,这个爸爸的戏真的很好；这一刻的景色多美啊；有时我想念它，我想念它；这太自然了,1,2
确实难忘这也太难忘了,真是令人难忘。太令人难忘了,2020/6/26 23:00,192,1571,11,1787172102,这些孩子长大也不会好；妈也早就知道了；妈傻眼了；放贷的有房本亏啥了,这些孩子长大不好；妈妈已经知道了；妈妈，你真蠢；如果贷款人有房子，他会损失什么,1,1
觉得严良像丁凯乐,我觉得严亮看起来像丁凯乐,2020/6/20 17:30,45,1014,4,1245353101,这场战争真的打的好激烈；普才是心机深吧；这后妈早晚得把自己作死；你俩不会要去烧纸吧,战争真的很激烈；普才有很深的思想，对吧；继母迟早会自杀的；你们两个不会烧纸吧,1,5
哈大爷真好玩,哈，爷爷，真有趣,2020/6/23 10:50,107,2316,3,1574170074,还站在这里；哈报个道；说来就来说走就走；瞧把你聪明的,仍然站在这里；哈，告诉我；来来去去；看，你很聪明,1,1
咦还脱发怪不得要离呢,呃，我的头发还是掉了。难怪我想离开,2020/6/16 21:03,30,467,1,1758365628,这个普真的不简单；数学使人秃头；三个孩子扛下了所有；你们不回去就能有钱了,这个Pu真的不简单；数学使人秃顶；三个孩子带着一切；如果你不回去，你会发财的,1,3
买书还没回去,我买的书还没还,2020/6/17 8:09,53,2252,1,2002462599,潮汕话太感动了；没弄死你就知足吧还哭；我去家乡话都出来了；严良穿匡威有钱,潮汕方言是如此动人；如果我不杀你，我会满足于哭泣；当我回到家乡时，我说了我所有的话；严亮的钱正好相反,1,2
这一颤演的好细节,这次地震的详细情况,2020/7/8 11:37,1,1362,11,8.68E+14,别做第二个张东升；这个血好像火龙果汁；这是那个童话还有一个真相；假发也能白,不要做第二张，张东生；这血看起来像龙汁；这是童话，有一个真相；假发可以是白色的,1,4
阴乐真的太好听了,尹乐真的很漂亮,2020/6/21 0:53,95,1695,4,2212798607,哦天那这音乐；能不能有阳间的东西；能不能放点阳间的音乐；老阴乐了,哦，天哪，音乐；太阳里会有什么东西吗；你能在阳光下放些音乐吗；老尹很高兴,1,4
严良真的比较善良,颜良珍很善良,2020/6/24 11:58,56,1337,6,1292947265,别有事没事要不得的；钱本来就不该拿；说周震南的站住；多大能耐做多大的事,别担心。没关系；你不应该把钱拿走；周振南说：“住手！”；你能做多少,1,1
再听一遍片尾曲,再听一次尾声,2020/6/20 13:07,3,4575,0,1008713617,听着好孤独的感觉；好细心啊；第一次没有跳过片尾；那俩老人就是飘死的,听着，太寂寞了；多么小心啊；我第一次没有跳过电影的结尾；那两位老人死于漂浮,1,4
升哥被骗还要照顾小屁孩,盛哥被骗了，不得不照顾孩子,2020/6/20 23:35,77,2754,9,2246073125,越来越喜欢张叔了；还是有人性；东升是臆想普是他女儿了吧；严良根本不知道是空卡,我越来越喜欢张叔叔了；仍然是人类；东升应该是他的女儿；颜亮不知道这是一张空卡,1,2
张东升厉害了好细心啊,张东生真棒。他非常小心,2020/6/17 20:21,12,2034,3,1810351987,秦昊演的确实好；秃头少年的悲哀；大哥你牙太白了；谁又不想当个好人呢,秦昊的表演真的很好；秃头男孩的悲伤；兄弟，你的牙齿太白了；谁不想成为一个好人,1,1
棒哒学霸,大学霸,2020/6/23 11:56,12,1826,3,1251840997,学霸的斗争；这就是学霸；有学霸带着就是不一样；哈确实是黑吃黑,学霸之争；这是学霸；跟学霸不一样；哈，真是黑吃黑,1,1
张子枫演技很棒的好吗,张子枫的演技很棒，好吧,2020/7/4 11:07,0,1846,4,2061270190,每天一个入狱小技巧；太紧张了；相机在哪里啊；哈默读集美集合了,每天一次监禁小费；太紧张；相机在哪里；锤读集美收藏,1,4
退休生活真幸福,多么幸福的退休生活,2020/6/25 12:26,128,840,7,1499894732,阿姨好可爱啊；老陈好在家呆着哪也别去；哈好可爱啊海豹鼓掌；酒醉的蝴蝶,阿姨，多可爱啊；老陈浩：待在家里，哪儿也不去；哈，真可爱，海豹！鼓掌；醉蝴蝶,1,1
我竟然猜到了开头,我一开始就猜到了,2020/6/21 8:56,83,171,0,2492995466,大晚上的吓得一批；好刺激吓我一跳；这个片头可太牛了；仿佛是一个人的内心,很多人晚上都很害怕；多激动啊！这使我吓了一跳；这个标题真是太棒了；这似乎是一个人的心,1,2
无邪我看你是活够了,无辜的，我想你已经活够了,2020/6/20 3:18,115,666,5,1297327178,这俩人的痣长的挺对称啊；可是我好爱你啊；害怕他把猫杀了；猫我可能活不过这集,这两个人的痣非常对称；但我太爱你了；害怕他会杀了那只猫；猫：我可能活不下去了,1,3
吴秀波那个笑死了,吴秀波：我很高兴,2020/6/22 14:41,22,824,5,1399562932,这俩个大的有十四岁把；人家都绝顶了你们对付不了；说他们贪的看剧情好吗；这个男人演技不错,两个大的14岁；你不能和那些绝望的人打交道；说他们贪心看剧情，好吗；这个人擅长演戏,2,7
最大的坏人,最大的恶棍,2020/6/27 1:00,27,2067,11,1699598705,说的是她要摔下去了他没选择救她；第二个张东升；所以当时那个挂着的衣服碎片；这将永远成为他隐秘的角落了,他所说的是她会倒下，他没有选择救她；第二张：张东生；所以当时挂着的衣服碎片；这将永远是他的秘密角落,1,3
骗你们是必须的,有必要欺骗你,2020/6/20 13:15,18,2196,3,2393985736,每个礼拜都有三万快出书吧；好家伙这也分期哦；张东升真的是太厉害了；那你弟早死了好吧,每周有30000本书。出来；好家伙，这也是阶段性的；张东生真是太棒了；那你哥哥早就死了，好吗,1,3
旁边那本书三只小鸡,旁边的书是“三只鸡”,2020/6/18 23:32,223,1375,7,1508944583,普才是大最的罪人；注意旁边的三只小鸡；大夏天的看这剧贼凉快；和书的出入好大呀,普是最大的罪人；注意你旁边的三只鸡；夏天看这部戏很酷；这和书有什么不同,1,2
